,MSZoning,LotFrontage,LotArea,Street,Utilities,Neighborhood,BldgType,OverallQual,YearBuilt,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinType2,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,PavedDrive,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SaleType,SaleCondition,SalePrice
379,RL,60.0,8123,Pave,AllPub,Gilbert,1Fam,6,2000,Gable,CompShg,BrkFace,16.0,TA,TA,PConc,Gd,TA,Unf,Unf,982,Ex,Y,SBrkr,1007,1800,0,0,2,1,3,1,TA,7,1,2,Y,63,0,0,0,0,0,WD,Normal,179000
380,RL,50.0,5000,Pave,AllPub,SWISU,1Fam,5,1924,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,LwQ,Unf,1026,TA,Y,SBrkr,1026,1691,0,0,2,0,3,1,Gd,6,1,1,Y,0,242,0,0,0,0,WD,Normal,127000
381,FV,60.0,7200,Pave,AllPub,Somerst,1Fam,7,2006,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,Gd,Unf,Unf,1293,Ex,Y,SBrkr,1301,1301,1,0,2,0,2,1,Gd,5,1,2,Y,121,0,0,0,0,0,New,Partial,187750
382,RL,79.0,9245,Pave,AllPub,CollgCr,1Fam,7,2006,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Unf,Unf,939,Ex,Y,SBrkr,939,1797,0,0,2,1,3,1,Gd,8,0,2,Y,53,0,0,0,0,0,WD,Normal,213500
383,RH,60.0,9000,Pave,AllPub,SawyerW,1Fam,6,1928,Gable,CompShg,None,0.0,TA,TA,BrkTil,Fa,Fa,Unf,Unf,784,TA,N,FuseA,784,784,0,0,1,0,2,1,TA,5,0,2,N,0,91,0,0,0,0,WD,Normal,76000
384,RL,-1.0,53107,Pave,AllPub,ClearCr,1Fam,6,1992,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1580,Ex,Y,SBrkr,1079,1953,1,0,2,1,3,1,Gd,9,2,2,Y,231,0,0,0,0,0,WD,Normal,240000
385,RL,43.0,3182,Pave,AllPub,Blmngtn,TwnhsE,8,2004,Gable,CompShg,BrkFace,16.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1256,Ex,Y,SBrkr,1269,1269,0,0,2,0,2,1,Gd,6,1,2,Y,20,0,0,144,0,0,WD,Normal,192000
386,RL,58.0,8410,Pave,AllPub,Edwards,1Fam,5,1910,Gambrel,CompShg,None,0.0,TA,Fa,PConc,TA,TA,Unf,Unf,658,TA,Y,SBrkr,658,1184,0,0,1,0,5,1,TA,8,0,0,N,151,0,0,0,0,0,WD,AdjLand,81000
387,RL,72.0,7200,Pave,AllPub,Edwards,1Fam,6,1976,Hip,CompShg,BrkFace,255.0,TA,TA,CBlock,TA,TA,ALQ,Unf,1041,Ex,Y,SBrkr,1125,1125,1,0,1,0,3,1,TA,6,1,1,Y,0,0,0,0,0,0,WD,Abnorml,125000
388,RL,93.0,9382,Pave,AllPub,CollgCr,1Fam,7,1999,Gable,CompShg,BrkFace,125.0,Gd,TA,PConc,Gd,TA,Unf,Unf,1468,Ex,Y,SBrkr,1479,1479,0,0,2,0,3,1,Gd,6,0,2,Y,25,0,0,0,0,0,WD,Normal,191000
389,RL,96.0,12474,Pave,AllPub,NridgHt,1Fam,10,2007,Gable,CompShg,Stone,272.0,Ex,TA,PConc,Ex,TA,GLQ,Unf,1682,Ex,Y,SBrkr,1742,2332,1,0,2,1,3,1,Ex,9,1,3,Y,134,0,0,0,0,0,New,Partial,426000
390,RL,50.0,8405,Pave,AllPub,Edwards,1Fam,5,1900,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,Gd,Rec,BLQ,861,Ex,Y,SBrkr,961,1367,1,0,1,0,4,1,TA,7,0,1,Y,130,112,0,0,0,0,WD,Normal,119000
391,RL,71.0,12209,Pave,AllPub,Mitchel,1Fam,6,2001,Gable,CompShg,None,0.0,TA,TA,PConc,Ex,TA,ALQ,Unf,804,Ex,Y,SBrkr,804,1961,1,0,2,1,3,1,Gd,7,1,2,Y,192,0,0,0,0,0,WD,Normal,215000
392,RL,-1.0,8339,Pave,AllPub,NAmes,1Fam,5,1959,Gable,CompShg,None,0.0,TA,TA,Slab,-1,-1,-1,-1,0,TA,Y,SBrkr,882,882,0,0,1,0,3,1,TA,5,0,1,Y,0,0,0,0,0,1200,WD,Normal,106500
393,RL,-1.0,7446,Pave,AllPub,BrkSide,1Fam,4,1941,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Rec,Unf,788,TA,Y,FuseA,788,788,0,0,1,0,2,1,TA,4,2,0,Y,0,0,0,0,0,0,WD,Abnorml,100000
394,RL,60.0,10134,Pave,AllPub,OldTown,1Fam,5,1940,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Unf,Unf,735,Gd,Y,FuseA,735,1034,0,0,1,0,2,1,TA,5,0,1,Y,39,0,0,0,0,0,WD,Normal,109000
395,RL,68.0,9571,Pave,AllPub,Edwards,1Fam,5,1956,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,BLQ,Unf,1144,TA,Y,SBrkr,1144,1144,1,0,1,0,3,1,TA,6,0,1,Y,0,0,0,0,0,0,WD,Normal,129000
396,RL,60.0,7200,Pave,AllPub,CollgCr,1Fam,5,1972,Hip,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Rec,Unf,894,TA,Y,SBrkr,894,894,0,0,1,0,2,1,TA,6,0,2,Y,0,0,0,0,0,0,WD,Normal,123000
397,RL,69.0,7590,Pave,AllPub,NAmes,1Fam,5,1962,Gable,CompShg,BrkFace,288.0,TA,TA,CBlock,TA,TA,ALQ,Unf,864,TA,Y,SBrkr,876,1812,0,0,2,0,4,1,TA,8,1,1,Y,168,0,0,0,0,0,WD,Normal,169500
398,RM,60.0,8967,Pave,AllPub,IDOTRR,1Fam,5,1920,Gable,CompShg,None,0.0,TA,Fa,BrkTil,Fa,Po,Unf,Unf,961,Gd,Y,Mix,1077,1077,0,0,1,0,2,1,TA,6,0,1,N,0,0,0,0,0,0,WD,Abnorml,67000
399,FV,65.0,8125,Pave,AllPub,Somerst,1Fam,7,2006,Gable,CompShg,Stone,100.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1092,Ex,Y,SBrkr,1112,1550,1,0,2,0,2,1,Gd,7,0,2,Y,168,0,0,0,0,0,WD,Normal,241000
400,RL,38.0,14963,Pave,AllPub,Veenker,TwnhsE,8,1996,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1260,Ex,Y,SBrkr,1288,1288,1,0,1,1,1,1,Ex,4,2,2,Y,30,0,0,224,0,0,WD,Normal,245500
401,RL,65.0,8767,Pave,AllPub,CollgCr,1Fam,7,2005,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1310,Ex,Y,SBrkr,1310,1310,0,0,2,0,3,1,Gd,6,1,2,Y,0,0,0,0,0,0,New,Partial,164990
402,RL,60.0,10200,Pave,AllPub,Sawyer,1Fam,5,1940,Gable,CompShg,None,0.0,TA,TA,PConc,TA,TA,Unf,Unf,672,Ex,Y,SBrkr,672,672,0,0,1,0,2,1,TA,4,0,1,N,0,0,0,0,0,0,WD,Normal,108000
403,RL,93.0,12090,Pave,AllPub,NoRidge,1Fam,8,1998,Hip,CompShg,BrkFace,650.0,Gd,TA,PConc,Gd,TA,Unf,Unf,1141,Gd,Y,SBrkr,1165,2263,0,0,2,1,4,1,Gd,10,1,2,Y,123,0,0,0,0,0,WD,Abnorml,258000
404,RL,-1.0,10364,Pave,AllPub,Gilbert,1Fam,6,1995,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,Unf,Unf,806,Gd,Y,SBrkr,806,1572,0,0,2,1,3,1,TA,7,1,2,Y,40,0,0,0,0,0,WD,Normal,168000
405,RL,-1.0,9991,Pave,AllPub,Sawyer,1Fam,4,1976,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,BLQ,Unf,1281,Ex,Y,SBrkr,1620,1620,1,0,2,0,3,1,TA,8,1,2,Y,78,0,0,0,0,0,WD,Normal,150000
406,RL,51.0,10480,Pave,AllPub,SWISU,1Fam,6,1936,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,Unf,Unf,1064,Ex,Y,FuseA,1166,1639,0,0,1,0,3,1,TA,6,0,1,Y,0,0,0,0,0,0,WD,Normal,115000
407,RL,63.0,15576,Pave,AllPub,Crawfor,1Fam,6,1915,Gable,CompShg,None,0.0,TA,TA,BrkTil,Gd,TA,Unf,Unf,840,Ex,Y,SBrkr,840,1680,0,0,2,0,4,1,TA,8,0,1,Y,0,160,0,0,0,0,WD,Normal,177000
408,RL,109.0,14154,Pave,AllPub,NridgHt,1Fam,7,2006,Gable,CompShg,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,Unf,Unf,1063,Ex,Y,SBrkr,1071,2172,0,0,2,1,3,1,Gd,9,1,3,Y,62,0,0,0,0,0,New,Partial,280000
409,FV,85.0,10800,Pave,AllPub,Somerst,1Fam,8,2007,Gable,CompShg,Stone,100.0,Gd,TA,PConc,Ex,TA,GLQ,Unf,1034,Ex,Y,SBrkr,1050,2078,1,0,2,1,3,1,Ex,8,1,3,Y,102,0,0,0,0,0,New,Partial,339750
410,RL,68.0,9571,Pave,AllPub,Edwards,1Fam,5,1958,Gable,CompShg,None,0.0,TA,Fa,CBlock,TA,Fa,Unf,Unf,1276,TA,Y,FuseA,1276,1276,0,0,1,0,3,1,TA,5,0,1,Y,0,0,0,0,0,0,COD,Abnorml,60000
411,RL,100.0,34650,Pave,AllPub,Gilbert,2fmCon,5,1955,Hip,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Rec,Unf,1056,TA,N,SBrkr,1056,1056,1,0,1,0,3,1,TA,5,0,2,Y,0,0,0,0,0,0,WD,Normal,145000
412,FV,-1.0,4403,Pave,AllPub,Somerst,1Fam,7,2009,Gable,CompShg,Stone,432.0,Ex,TA,PConc,Ex,TA,GLQ,Unf,1470,Ex,Y,SBrkr,1478,1478,1,0,2,1,2,1,Gd,7,1,2,Y,144,0,0,0,0,0,New,Partial,222000
413,RM,56.0,8960,Pave,AllPub,OldTown,1Fam,5,1927,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Unf,Unf,1008,Gd,Y,FuseA,1028,1028,0,0,1,0,2,1,TA,5,1,2,Y,0,130,0,0,0,0,WD,Normal,115000
414,RL,59.0,11228,Pave,AllPub,SawyerW,1Fam,7,1993,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,BLQ,GLQ,1080,Ex,Y,SBrkr,1080,2097,0,1,2,1,3,1,Gd,9,1,3,Y,187,0,0,0,0,0,WD,Normal,228000
415,RL,73.0,8899,Pave,AllPub,Gilbert,1Fam,7,2007,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1340,Ex,Y,SBrkr,1340,1340,0,0,2,0,3,1,Gd,6,0,2,Y,30,0,0,0,0,0,New,Partial,181134
416,RL,74.0,7844,Pave,AllPub,Sawyer,1Fam,6,1978,Hip,CompShg,BrkFace,203.0,TA,TA,CBlock,TA,TA,ALQ,Unf,672,TA,Y,SBrkr,672,1400,0,0,1,1,3,1,TA,6,1,2,Y,0,0,0,0,0,0,WD,Normal,149500
417,RL,86.0,22420,Pave,AllPub,Crawfor,1Fam,6,1918,Hip,CompShg,None,0.0,TA,TA,BrkTil,Gd,TA,BLQ,Unf,1370,TA,N,FuseA,1370,2624,1,0,2,1,4,1,TA,10,1,3,N,0,0,0,0,0,0,WD,Normal,239000
418,RL,60.0,8160,Pave,AllPub,Edwards,1Fam,5,1940,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,ALQ,Unf,756,Fa,N,FuseF,756,1134,1,0,1,1,3,1,TA,7,0,1,P,0,0,0,0,0,0,WD,AdjLand,126000
419,RL,65.0,8450,Pave,AllPub,NAmes,1Fam,5,1968,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,BLQ,Unf,1056,Ex,Y,SBrkr,1056,1056,1,0,1,0,3,1,TA,6,1,1,Y,85,184,0,0,0,0,WD,Normal,142000
420,RM,78.0,7060,Pave,AllPub,Mitchel,Duplex,7,1997,Gable,CompShg,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,GLQ,Unf,1344,Ex,Y,SBrkr,1344,1344,2,0,2,0,2,2,TA,8,0,4,Y,0,0,0,0,0,0,WD,Alloca,206300
421,RL,-1.0,16635,Pave,AllPub,NWAmes,1Fam,6,1977,Gable,CompShg,Stone,126.0,Gd,TA,CBlock,Gd,TA,ALQ,Unf,1602,Gd,Y,SBrkr,1602,1602,0,1,2,0,3,1,Gd,8,1,2,Y,0,0,0,0,0,0,WD,Normal,215000
422,RL,100.0,21750,Pave,AllPub,Mitchel,1Fam,5,1954,Hip,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Unf,Unf,988,Ex,Y,FuseA,988,988,0,0,1,0,2,1,TA,4,0,2,N,0,0,0,0,0,0,WD,Normal,113000
423,RL,80.0,9200,Pave,AllPub,NoRidge,1Fam,8,1998,Gable,CompShg,BrkFace,473.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1470,Gd,Y,SBrkr,1470,2630,1,0,2,1,4,1,Gd,8,1,3,Y,66,0,0,0,0,0,WD,Normal,315000
424,RL,72.0,9000,Pave,AllPub,NAmes,1Fam,6,1956,Gable,CompShg,BrkFace,74.0,TA,TA,CBlock,Gd,TA,LwQ,Unf,1196,Gd,Y,FuseA,1196,1196,1,0,1,0,2,1,TA,6,1,1,Y,44,0,0,0,0,0,WD,Normal,139000
425,RM,60.0,3378,Pave,AllPub,OldTown,1Fam,7,1946,Gable,CompShg,None,0.0,TA,Gd,CBlock,TA,TA,Unf,Unf,651,Gd,Y,SBrkr,707,1389,0,0,1,1,3,1,TA,6,2,1,P,0,126,0,0,0,0,WD,Normal,135000
426,RL,-1.0,12800,Pave,AllPub,SawyerW,1Fam,7,1989,Gable,CompShg,BrkFace,145.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1518,Gd,Y,SBrkr,1644,1644,1,1,2,0,2,1,Gd,5,1,2,Y,0,0,0,396,0,0,WD,Normal,275000
427,RL,77.0,8593,Pave,AllPub,NAmes,1Fam,4,1957,Hip,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Rec,Unf,907,Ex,Y,SBrkr,907,907,0,0,1,0,3,1,TA,5,0,1,Y,0,0,0,0,0,0,WD,Normal,109008
428,RL,64.0,6762,Pave,AllPub,CollgCr,1Fam,7,2007,Gable,CompShg,BrkFace,108.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1208,Ex,Y,SBrkr,1208,1208,1,0,2,0,2,1,Gd,6,0,2,Y,54,0,0,0,0,0,New,Partial,195400
429,RL,130.0,11457,Pave,AllPub,Timber,1Fam,6,1988,Gable,CompShg,None,0.0,TA,TA,CBlock,Gd,TA,GLQ,Unf,1392,TA,Y,SBrkr,1412,1412,1,0,2,0,3,1,Gd,6,1,2,Y,0,169,0,0,0,0,WD,Normal,175000
430,RM,21.0,1680,Pave,AllPub,BrDale,Twnhs,6,1971,Gable,CompShg,BrkFace,232.0,TA,TA,CBlock,TA,TA,ALQ,Unf,483,TA,Y,SBrkr,483,987,0,0,1,1,2,1,TA,4,0,1,Y,0,0,0,0,0,0,COD,Abnorml,85400
431,RM,60.0,5586,Pave,AllPub,OldTown,1Fam,6,1920,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,Unf,Unf,901,Gd,Y,SBrkr,1088,1198,0,0,1,0,4,1,TA,7,0,0,N,98,0,0,0,0,0,ConLD,Abnorml,79900
432,RM,24.0,1920,Pave,AllPub,BrDale,TwnhsE,5,1971,Gable,CompShg,BrkFace,376.0,TA,TA,CBlock,TA,TA,ALQ,Unf,765,Ex,Y,SBrkr,765,1365,1,0,1,1,2,1,TA,6,0,2,Y,36,0,0,0,0,0,WD,Normal,122500
433,RL,100.0,10839,Pave,AllPub,Gilbert,1Fam,6,1997,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,Unf,Unf,926,Ex,Y,SBrkr,926,1604,0,0,2,1,3,1,TA,7,1,2,Y,36,0,0,0,0,0,WD,Normal,181000
434,RM,21.0,1890,Pave,AllPub,MeadowV,Twnhs,4,1972,Gable,CompShg,None,0.0,TA,Gd,CBlock,Gd,TA,ALQ,Unf,630,Gd,Y,SBrkr,630,630,1,0,1,0,1,1,TA,3,0,0,Y,0,0,0,0,0,0,WD,Normal,81000
435,RL,43.0,10667,Pave,AllPub,CollgCr,1Fam,7,1996,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,GLQ,ALQ,799,Ex,Y,SBrkr,827,1661,1,0,2,1,3,1,Gd,6,1,2,Y,61,0,0,0,0,0,ConLw,Normal,212000
436,RM,40.0,4400,Pave,AllPub,OldTown,1Fam,6,1920,Gable,CompShg,None,0.0,TA,TA,BrkTil,Fa,TA,Unf,Unf,648,TA,Y,FuseA,734,1118,0,0,1,0,2,1,TA,6,0,2,Y,0,0,0,0,0,0,WD,Normal,116000
437,RM,50.0,6000,Pave,AllPub,BrkSide,1Fam,6,1926,Gable,CompShg,None,0.0,Gd,TA,PConc,TA,TA,Unf,Unf,884,Gd,Y,SBrkr,904,904,0,0,1,0,2,1,TA,4,0,1,Y,0,105,0,0,0,0,WD,Normal,119000
438,RL,40.0,4280,Pave,AllPub,Crawfor,1Fam,5,1913,Gable,CompShg,None,0.0,TA,TA,PConc,TA,TA,LwQ,Unf,440,TA,N,SBrkr,694,694,0,0,1,0,2,1,Gd,4,1,1,P,0,34,0,0,0,0,WD,Normal,90350
439,RL,67.0,12354,Pave,AllPub,Edwards,1Fam,6,1920,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,Fa,Unf,Unf,684,Gd,Y,SBrkr,684,1196,0,0,1,0,3,1,Gd,7,0,2,Y,46,0,0,0,0,800,ConLI,Normal,110000
440,RL,105.0,15431,Pave,AllPub,NridgHt,1Fam,10,2008,Hip,CompShg,Stone,200.0,Ex,TA,PConc,Ex,TA,GLQ,ALQ,3094,Ex,Y,SBrkr,2402,2402,1,0,2,0,2,1,Ex,10,2,3,Y,72,0,0,170,0,0,WD,Normal,555000
441,RL,92.0,12108,Pave,AllPub,Edwards,Duplex,4,1955,Gable,CompShg,BrkFace,270.0,TA,TA,CBlock,TA,TA,ALQ,Unf,1440,TA,N,FuseF,1440,1440,0,0,2,0,4,2,Fa,8,0,0,Y,0,0,0,0,0,0,WD,Normal,118000
442,RM,52.0,6240,Pave,AllPub,BrkSide,1Fam,5,1930,Gable,CompShg,None,0.0,TA,TA,PConc,TA,TA,Unf,Unf,1078,TA,Y,SBrkr,1128,1573,0,0,2,0,3,1,TA,8,1,2,P,0,0,0,0,0,0,WD,Normal,162900
443,RL,53.0,3922,Pave,AllPub,Blmngtn,TwnhsE,7,2006,Gable,CompShg,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Unf,Unf,1258,Ex,Y,SBrkr,1258,1258,0,0,2,0,2,1,Gd,6,1,3,Y,16,0,0,0,0,0,New,Partial,172500
444,RL,70.0,8750,Pave,AllPub,CollgCr,1Fam,7,1994,Gable,CompShg,None,0.0,Gd,Gd,PConc,Gd,TA,GLQ,Unf,915,Ex,Y,SBrkr,933,1908,1,0,2,1,4,1,Gd,8,1,2,Y,133,0,0,0,0,0,WD,Normal,210000
445,RL,73.0,9855,Pave,AllPub,Edwards,1Fam,6,1956,Hip,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Unf,Unf,1436,Fa,Y,SBrkr,1689,1689,0,0,1,0,3,1,TA,7,1,2,Y,0,0,0,0,0,0,COD,Normal,127500
446,RL,137.0,16492,Pave,AllPub,NAmes,1Fam,6,1966,Gable,CompShg,None,0.0,Gd,TA,CBlock,TA,TA,ALQ,Rec,1517,Ex,Y,SBrkr,1888,1888,0,0,2,1,2,1,Gd,6,1,2,Y,0,0,0,0,0,0,WD,Normal,190000
447,RL,-1.0,11214,Pave,AllPub,Gilbert,1Fam,7,1998,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Unf,Unf,930,Gd,Y,SBrkr,956,1886,0,0,2,1,4,1,Gd,10,1,2,Y,0,0,0,0,0,0,WD,Normal,199900
448,RM,50.0,8600,Pave,AllPub,IDOTRR,1Fam,6,1937,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,Unf,Unf,780,TA,Y,SBrkr,780,1376,0,0,2,0,3,1,TA,7,1,1,N,0,0,0,0,0,0,WD,Normal,119500
449,RM,50.0,6000,Pave,AllPub,OldTown,1Fam,3,1948,Gable,CompShg,None,0.0,TA,Gd,CBlock,TA,TA,ALQ,Unf,649,Ex,Y,SBrkr,679,1183,0,0,1,1,2,1,TA,6,0,1,Y,176,0,0,0,0,0,WD,Normal,120000
450,RM,70.0,5684,Pave,AllPub,OldTown,1Fam,6,1930,Hip,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,Unf,Unf,813,Ex,Y,FuseA,813,813,0,0,1,0,2,1,Gd,5,0,1,N,113,0,0,0,0,0,WD,Normal,110000
451,RL,62.0,70761,Pave,AllPub,ClearCr,1Fam,7,1975,Gable,WdShngl,None,0.0,TA,TA,CBlock,Gd,TA,ALQ,Unf,1533,TA,Y,SBrkr,1533,1533,1,0,2,0,2,1,Gd,5,2,2,Y,54,0,0,0,0,0,WD,Normal,280000
452,RL,-1.0,9303,Pave,AllPub,Timber,1Fam,6,1996,Hip,CompShg,BrkFace,42.0,Gd,TA,PConc,Ex,TA,ALQ,Unf,872,Ex,Y,SBrkr,888,1756,1,0,2,1,3,1,TA,7,0,2,Y,122,0,0,0,0,0,WD,Normal,204000
453,FV,75.0,9000,Pave,AllPub,Somerst,1Fam,8,2008,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Unf,Unf,768,Ex,Y,SBrkr,786,1590,0,0,2,1,3,1,Gd,6,0,2,Y,30,0,0,0,0,0,WD,Normal,210000
454,RL,63.0,9297,Pave,AllPub,Mitchel,Duplex,5,1976,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,ALQ,Unf,1728,TA,Y,SBrkr,1728,1728,2,0,2,0,4,2,TA,8,0,2,Y,0,0,0,0,0,0,WD,Family,188000
455,RL,80.0,9600,Pave,AllPub,NWAmes,1Fam,7,1973,Hip,CompShg,BrkFace,320.0,TA,TA,CBlock,TA,TA,ALQ,Unf,1242,Fa,Y,SBrkr,1242,1242,0,0,1,1,3,1,TA,6,1,2,Y,0,0,0,0,0,0,WD,Normal,175500
456,RM,34.0,4571,Pave,AllPub,OldTown,1Fam,5,1916,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,Unf,Unf,624,Fa,N,SBrkr,624,1344,0,0,1,0,4,1,TA,7,0,3,Y,0,96,0,0,0,0,COD,Abnorml,98000
457,RL,-1.0,53227,Pave,AllPub,ClearCr,1Fam,4,1954,Flat,Tar&Grv,None,0.0,TA,TA,CBlock,Gd,TA,BLQ,Unf,1364,Ex,Y,SBrkr,1663,1663,1,0,1,0,2,1,Gd,6,2,2,Y,137,0,0,0,0,0,WD,Normal,256000
458,RM,-1.0,5100,Pave,AllPub,OldTown,1Fam,8,1925,Hip,CompShg,None,0.0,TA,Gd,PConc,TA,TA,Unf,Unf,588,Fa,Y,SBrkr,833,1666,0,0,1,0,3,1,Gd,7,1,1,Y,63,0,0,0,0,0,WD,Normal,161000
459,RL,-1.0,7015,Pave,AllPub,BrkSide,1Fam,5,1950,Gable,CompShg,BrkCmn,161.0,TA,TA,CBlock,TA,TA,LwQ,Unf,709,TA,Y,SBrkr,979,1203,1,0,1,0,3,1,Gd,5,1,1,Y,0,248,0,0,0,0,WD,Normal,110000
460,FV,75.0,8004,Pave,AllPub,Somerst,1Fam,8,2009,Gable,CompShg,Stone,110.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,832,Ex,Y,SBrkr,832,1935,1,0,2,1,3,1,TA,8,0,2,Y,150,0,0,0,0,0,New,Partial,263435
461,RL,60.0,7200,Pave,AllPub,SWISU,1Fam,7,1936,Gable,CompShg,None,0.0,Gd,Gd,PConc,Gd,Gd,ALQ,BLQ,560,Ex,Y,SBrkr,575,1135,1,0,1,0,3,1,Gd,6,0,2,Y,0,0,0,0,0,0,WD,Normal,155000
462,RL,60.0,8281,Pave,AllPub,Sawyer,1Fam,5,1965,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Rec,BLQ,864,Gd,Y,SBrkr,864,864,0,0,1,0,3,1,TA,5,1,1,Y,0,236,0,0,0,0,WD,Normal,62383
463,RL,74.0,11988,Pave,AllPub,Crawfor,1Fam,6,1934,Hip,CompShg,None,0.0,TA,TA,CBlock,TA,TA,LwQ,Unf,715,Fa,Y,FuseA,849,1660,0,0,1,1,3,1,TA,6,1,1,Y,0,0,0,0,0,0,WD,Normal,188700
464,RL,60.0,8430,Pave,AllPub,CollgCr,1Fam,5,1978,Gable,CompShg,BrkFace,136.0,TA,TA,CBlock,Gd,TA,Rec,Unf,1040,TA,Y,SBrkr,1040,1040,0,0,2,0,3,1,TA,5,0,0,Y,0,0,0,0,0,0,WD,Normal,124000
465,RM,-1.0,3072,Pave,AllPub,Blmngtn,TwnhsE,7,2004,Hip,CompShg,BrkFace,18.0,Gd,TA,PConc,Gd,TA,Unf,Unf,1375,Ex,Y,SBrkr,1414,1414,0,0,2,0,2,1,Gd,6,1,2,Y,20,0,0,0,0,0,WD,Normal,178740
466,RL,85.0,10628,Pave,AllPub,NAmes,1Fam,7,1970,Flat,Tar&Grv,None,0.0,TA,Gd,CBlock,TA,Gd,GLQ,Unf,1277,TA,Y,SBrkr,1277,1277,1,0,1,0,2,1,TA,5,1,2,Y,0,0,0,176,0,0,WD,Normal,167000
467,RL,79.0,9480,Pave,AllPub,NAmes,1Fam,5,1942,Gable,CompShg,Stone,224.0,TA,TA,CBlock,TA,TA,LwQ,Unf,728,Ex,Y,SBrkr,888,1644,0,0,1,1,3,1,Gd,7,2,1,Y,0,0,0,0,0,0,WD,Normal,146500
468,RL,98.0,11428,Pave,AllPub,NridgHt,1Fam,8,2006,Gable,CompShg,Stone,248.0,Gd,TA,PConc,Gd,TA,Unf,Unf,1626,Ex,Y,SBrkr,1634,1634,0,0,2,0,3,1,Gd,7,1,3,Y,44,0,0,0,0,0,WD,Normal,250000
469,RL,76.0,9291,Pave,AllPub,SawyerW,1Fam,6,1993,Gable,CompShg,BrkFace,120.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,832,Ex,Y,SBrkr,832,1710,0,0,2,1,3,1,Gd,7,0,2,Y,70,0,0,0,0,0,WD,Normal,187000
470,RL,-1.0,6820,Pave,AllPub,StoneBr,TwnhsE,8,1985,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,GLQ,BLQ,1488,TA,Y,SBrkr,1502,1502,1,0,1,1,1,1,Gd,4,0,2,Y,54,0,0,140,0,0,WD,Normal,212000
471,RL,92.0,11952,Pave,AllPub,NWAmes,1Fam,7,1977,Mansard,WdShake,None,0.0,TA,TA,CBlock,Gd,TA,Unf,Unf,808,TA,Y,SBrkr,1161,1969,0,0,2,1,3,1,TA,8,1,2,Y,0,0,0,276,0,0,WD,Normal,190000
